frame.time_relative,ip.src,ip.dst,_ws.col.protocol,tcp.seq,tcp.ack,tcp.nxtseq,_ws.col.info,mqtt.msg_text,tcp.payload
"113.070933000","192.168.146.97","192.168.146.112","MQTT","134616","49","134693","Publish Message [ecg]","{""data"": {""time"": ""13:01:43:866"", ""sig no"": 1766, ""value"": 0.4952316}}","304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a383636222c2022736967206e6f223a20313736362c202276616c7565223a20302e343935323331367d7d"
"113.110987000","192.168.146.97","192.168.146.187","TCP","5","134780","5","8883 → 51901 [ACK] Seq=5 Ack=134780 Win=64185 Len=0",,
"113.125326000","192.168.146.187","192.168.146.97","TCP","134780","5","134782","",,"304a"
"113.173369000","192.168.146.97","192.168.146.187","TCP","5","134782","5","8883 → 51901 [ACK] Seq=5 Ack=134782 Win=64183 Len=0",,
"113.178724000","192.168.146.187","192.168.146.97","MQTT","134782","5","134933","Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:01:43:976"", ""sig no"": 1768, ""value"": 0.490837}},{""data"": {""time"": ""13:01:43:031"", ""sig no"": 1769, ""value"": 0.5059892}}","00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a393736222c2022736967206e6f223a20313736382c202276616c7565223a20302e3439303833377d7d304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a303331222c2022736967206e6f223a20313736392c202276616c7565223a20302e353035393839327d7d"
"113.218992000","192.168.146.97","192.168.146.187","TCP","5","134933","5","8883 → 51901 [ACK] Seq=5 Ack=134933 Win=64032 Len=0",,
"113.219677000","34.236.124.76","192.168.146.97","TCP","5443","489","5443","443 → 64819 [ACK] Seq=5443 Ack=489 Win=28160 Len=0",,
"113.219677000","34.236.124.76","192.168.146.97","TLSv1.2","5443","489","5647","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",,"16030300940400009000015180008a014a13f1a364759334db056676ea14cdfe044e5128539edc8fb057d39162759cfe1a3ec7a48afca252aba1fd80f439b97b0c2c0690181e6dc16819199d972d6fc12963f1ac37828c5e3cca05a6e0f155e6ffbcddc970e5e322fd837ca3ed060fcad1ea09b825bdfaa298752b3f5ceef6e75404ca97dd89bb97708cbd2bebf7a138d9d4bb1fc1c8a3477d1403030001011603030028000000000000000085ad31b73eb611604261ee30ba615c72561d49929f3aa270ad4ec9b11a35daeb"
"113.226978000","192.168.146.97","34.236.124.76","TLSv1.2","489","5647","684","Application Data",,"17030300be000000000000000175d2ffce3126eb9b99b44a2b4c2e577f36dd2737ecf1d85f2f33d8ad3cde82942a33925fbdb8c229576d5f76c68a27f714ad01685fedf3710bbdd12f70af44d86d6ecb44d51782635f3bc39bd3fb694df26eb91137aa498a89f10e60db40c3b8a96720c2eeb479d08f9dc9df5782257ecc4b70e74cfb1590b89fbf6052575ad59cdfdae99e8c24ce0dab9304cff05865105c242befa1e5964f8a2a3eb1abb72f5bb6a0c85879a252d9ce34305cca10fbdff8418299a6"
"113.229189000","192.168.146.187","192.168.146.97","TCP","134933","5","134935","",,"304b"
"113.262615000","192.168.146.112","192.168.146.97","TCP","49","134693","49","61932 → 8883 [ACK] Seq=49 Ack=134693 Win=65536 Len=0",,
"113.262693000","192.168.146.97","192.168.146.112","MQTT","134693","49","134923","Publish Message [ecg], Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:01:43:921"", ""sig no"": 1767, ""value"": 0.4991379}},{""data"": {""time"": ""13:01:43:976"", ""sig no"": 1768, ""value"": 0.490837}},{""data"": {""time"": ""13:01:43:031"", ""sig no"": 1769, ""value"": 0.5059892}}","304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a393231222c2022736967206e6f223a20313736372c202276616c7565223a20302e343939313337397d7d304a00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a393736222c2022736967206e6f223a20313736382c202276616c7565223a20302e3439303833377d7d304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a303331222c2022736967206e6f223a20313736392c202276616c7565223a20302e353035393839327d7d"
"113.281336000","192.168.146.97","192.168.146.187","TCP","5","134935","5","8883 → 51901 [ACK] Seq=5 Ack=134935 Win=64030 Len=0",,
"113.286992000","192.168.146.187","192.168.146.97","MQTT","134935","5","135087","Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:01:43:085"", ""sig no"": 1770, ""value"": 0.5052567}},{""data"": {""time"": ""13:01:43:140"", ""sig no"": 1771, ""value"": 0.4991379}}","00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a303835222c2022736967206e6f223a20313737302c202276616c7565223a20302e353035323536377d7d304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a313430222c2022736967206e6f223a20313737312c202276616c7565223a20302e343939313337397d7d"
"113.327491000","192.168.146.97","192.168.146.187","TCP","5","135087","5","8883 → 51901 [ACK] Seq=5 Ack=135087 Win=64800 Len=0",,
"113.331184000","192.168.146.112","192.168.146.97","TCP","49","134923","49","61932 → 8883 [ACK] Seq=49 Ack=134923 Win=65280 Len=0",,
"113.331255000","192.168.146.97","192.168.146.112","MQTT","134923","49","135077","Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:01:43:085"", ""sig no"": 1770, ""value"": 0.5052567}},{""data"": {""time"": ""13:01:43:140"", ""sig no"": 1771, ""value"": 0.4991379}}","304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a303835222c2022736967206e6f223a20313737302c202276616c7565223a20302e353035323536377d7d304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a313430222c2022736967206e6f223a20313737312c202276616c7565223a20302e343939313337397d7d"
"113.337960000","192.168.146.187","192.168.146.97","TCP","135087","5","135089","",,"304b"
"113.386653000","192.168.146.112","192.168.146.97","TCP","49","135077","49","61932 → 8883 [ACK] Seq=49 Ack=135077 Win=65024 Len=0",,
"113.389965000","192.168.146.97","192.168.146.187","TCP","5","135089","5","8883 → 51901 [ACK] Seq=5 Ack=135089 Win=64798 Len=0",,
"113.394501000","192.168.146.187","192.168.146.97","MQTT","135089","5","135241","Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:01:43:194"", ""sig no"": 1772, ""value"": 0.4351568}},{""data"": {""time"": ""13:01:43:249"", ""sig no"": 1773, ""value"": 0.5072099}}","00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a313934222c2022736967206e6f223a20313737322c202276616c7565223a20302e343335313536387d7d304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a323439222c2022736967206e6f223a20313737332c202276616c7565223a20302e353037323039397d7d"
"113.395100000","192.168.146.97","192.168.146.112","MQTT","135077","49","135154","Publish Message [ecg]","{""data"": {""time"": ""13:01:43:194"", ""sig no"": 1772, ""value"": 0.4351568}}","304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a313934222c2022736967206e6f223a20313737322c202276616c7565223a20302e343335313536387d7d"
"113.450568000","192.168.146.97","192.168.146.187","TCP","5","135241","5","8883 → 51901 [ACK] Seq=5 Ack=135241 Win=64646 Len=0",,
"113.455388000","192.168.146.187","192.168.146.97","MQTT","135241","5","135318","Publish Message [ecg][Malformed Packet]","{""data"": {""time"": ""13:01:43:303"", ""sig no"": 1774, ""value"": 0.5284504}}","304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a333033222c2022736967206e6f223a20313737342c202276616c7565223a20302e353238343530347d7d"
"113.456426000","192.168.146.112","192.168.146.97","TCP","49","135154","49","61932 → 8883 [ACK] Seq=49 Ack=135154 Win=65024 Len=0",,
"113.456569000","192.168.146.97","192.168.146.112","MQTT","135154","49","135308","Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:01:43:249"", ""sig no"": 1773, ""value"": 0.5072099}},{""data"": {""time"": ""13:01:43:303"", ""sig no"": 1774, ""value"": 0.5284504}}","304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a323439222c2022736967206e6f223a20313737332c202276616c7565223a20302e353037323039397d7d304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a333033222c2022736967206e6f223a20313737342c202276616c7565223a20302e353238343530347d7d"
"113.497678000","192.168.146.97","192.168.146.187","TCP","5","135318","5","8883 → 51901 [ACK] Seq=5 Ack=135318 Win=64569 Len=0",,
"113.503579000","192.168.146.187","192.168.146.97","MQTT","135318","5","135394","Publish Message [ecg]","{""data"": {""time"": ""13:01:43:358"", ""sig no"": 1775, ""value"": 0.536263}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a333538222c2022736967206e6f223a20313737352c202276616c7565223a20302e3533363236337d7d"
"113.513850000","192.168.146.112","192.168.146.97","TCP","49","135308","49","61932 → 8883 [ACK] Seq=49 Ack=135308 Win=64768 Len=0",,
"113.513928000","192.168.146.97","192.168.146.112","MQTT","135308","49","135384","Publish Message [ecg]","{""data"": {""time"": ""13:01:43:358"", ""sig no"": 1775, ""value"": 0.536263}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a333538222c2022736967206e6f223a20313737352c202276616c7565223a20302e3533363236337d7d"
"113.544031000","192.168.146.97","192.168.146.187","TCP","5","135394","5","8883 → 51901 [ACK] Seq=5 Ack=135394 Win=64493 Len=0",,
"113.557374000","192.168.146.187","192.168.146.97","TCP","135394","5","135396","",,"304b"
"113.580514000","192.168.146.112","192.168.146.97","TCP","49","135384","49","61932 → 8883 [ACK] Seq=49 Ack=135384 Win=64768 Len=0",,
"113.607391000","192.168.146.97","192.168.146.187","TCP","5","135396","5","8883 → 51901 [ACK] Seq=5 Ack=135396 Win=64491 Len=0",,
"113.617259000","192.168.146.187","192.168.146.97","MQTT","135396","5","135473","Publish Message [ecg][Malformed Packet]","{""data"": {""time"": ""13:01:43:413"", ""sig no"": 1776, ""value"": 0.5589685}}","00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a343133222c2022736967206e6f223a20313737362c202276616c7565223a20302e353538393638357d7d304b"
"113.617818000","192.168.146.97","192.168.146.112","MQTT","135384","49","135461","Publish Message [ecg]","{""data"": {""time"": ""13:01:43:413"", ""sig no"": 1776, ""value"": 0.5589685}}","304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a343133222c2022736967206e6f223a20313737362c202276616c7565223a20302e353538393638357d7d"
"113.671164000","192.168.146.97","192.168.146.187","TCP","5","135473","5","8883 → 51901 [ACK] Seq=5 Ack=135473 Win=64414 Len=0",,
"113.675561000","192.168.146.187","192.168.146.97","MQTT","135473","5","135625","Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:01:43:468"", ""sig no"": 1777, ""value"": 0.5211261}},{""data"": {""time"": ""13:01:43:524"", ""sig no"": 1778, ""value"": 0.4927901}}","00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a343638222c2022736967206e6f223a20313737372c202276616c7565223a20302e353231313236317d7d304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a353234222c2022736967206e6f223a20313737382c202276616c7565223a20302e343932373930317d7d"
"113.718578000","192.168.146.97","192.168.146.187","TCP","5","135625","5","8883 → 51901 [ACK] Seq=5 Ack=135625 Win=64262 Len=0",,
"113.725745000","192.168.146.187","192.168.146.97","MQTT","135625","5","135702","Publish Message [ecg][Malformed Packet]","{""data"": {""time"": ""13:01:43:579"", ""sig no"": 1779, ""value"": 0.5094071}}","304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a353739222c2022736967206e6f223a20313737392c202276616c7565223a20302e353039343037317d7d"
"113.780208000","192.168.146.97","192.168.146.187","TCP","5","135702","5","8883 → 51901 [ACK] Seq=5 Ack=135702 Win=64185 Len=0",,
"113.784379000","192.168.146.187","192.168.146.97","MQTT","135702","5","135779","Publish Message [ecg][Malformed Packet]","{""data"": {""time"": ""13:01:43:633"", ""sig no"": 1780, ""value"": 0.5147784}}","304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a363333222c2022736967206e6f223a20313738302c202276616c7565223a20302e353134373738347d7d"
"113.790511000","192.168.146.112","192.168.146.97","TCP","49","135461","49","61932 → 8883 [ACK] Seq=49 Ack=135461 Win=64768 Len=0",,
"113.790588000","192.168.146.97","192.168.146.112","MQTT","135461","49","135769","Publish Message [ecg], Publish Message [ecg], Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:01:43:468"", ""sig no"": 1777, ""value"": 0.5211261}},{""data"": {""time"": ""13:01:43:524"", ""sig no"": 1778, ""value"": 0.4927901}},{""data"": {""time"": ""13:01:43:579"", ""sig no"": 1779, ""value"": 0.5094071}},{""data"": {""time"": ""13:01:43:633"", ""sig no"": 1780, ""value"": 0.5147784}}","304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a343638222c2022736967206e6f223a20313737372c202276616c7565223a20302e353231313236317d7d304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a353234222c2022736967206e6f223a20313737382c202276616c7565223a20302e343932373930317d7d304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a353739222c2022736967206e6f223a20313737392c202276616c7565223a20302e353039343037317d7d304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a363333222c2022736967206e6f223a20313738302c202276616c7565223a20302e353134373738347d7d"
"113.826473000","192.168.146.97","192.168.146.187","TCP","5","135779","5","8883 → 51901 [ACK] Seq=5 Ack=135779 Win=64108 Len=0",,
"113.831239000","192.168.146.187","192.168.146.97","TCP","135779","5","135781","",,"304a"
"113.847761000","192.168.146.112","192.168.146.97","TCP","49","135769","49","61932 → 8883 [ACK] Seq=49 Ack=135769 Win=64256 Len=0",,
"113.860991000","34.236.124.76","192.168.146.97","TLSv1.2","5647","684","5701","Application Data",,"17030300310000000000000001e4c73376a1838b79b790ebc0036bd87b7a7d5291c0cad4a77df8ba29de68ae72d3b499f9549c26feb0"
"113.861097000","192.168.146.97","34.236.124.76","TLSv1.2","684","5701","966","Application Data",,"170303011500000000000000027f48a5dd4c57931acce1fece641f5c2f582d37407a129cd4995b771e890125054918192f82788ddc5fb5f442fec664f536f1b52ef3953b62c4854396c7f8dfb04b7d6edaa428acf6830a337f4c78b85730c71c1ea3d2bb0cc998286800e3ed3c2c6e5236494d2d0f62dcfe76ff1469719dea53cf60ce67b036859a398053489ac7c3529add28d650ee7e64034d188e740f64299234c6f6ad0168eed18da4875207d7b56a3f10ba0addfbdff966cbaf39060b062c671a9e186b94a1124d95d028ea533a2b736311c9f9c98e08aaa56a8533633e7e4ef263942d16f72f46c88534a1d56ab63436accec8c61a62f7b50c77ec6bbb266d1395c321a320cec625ecde2daae6987913f1c32610ea2c62"
"113.873350000","192.168.146.97","192.168.146.187","TCP","5","135781","5","8883 → 51901 [ACK] Seq=5 Ack=135781 Win=64106 Len=0",,
"113.877606000","192.168.146.187","192.168.146.97","MQTT","135781","5","135855","Publish Message [ecg]","{""data"": {""time"": ""13:01:43:687"", ""sig no"": 1781, ""value"": 0.509163}}","00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a363837222c2022736967206e6f223a20313738312c202276616c7565223a20302e3530393136337d7d"
"113.878174000","192.168.146.97","192.168.146.112","MQTT","135769","49","135845","Publish Message [ecg]","{""data"": {""time"": ""13:01:43:687"", ""sig no"": 1781, ""value"": 0.509163}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a363837222c2022736967206e6f223a20313738312c202276616c7565223a20302e3530393136337d7d"
"113.920247000","192.168.146.97","192.168.146.187","TCP","5","135855","5","8883 → 51901 [ACK] Seq=5 Ack=135855 Win=64032 Len=0",,
"113.927455000","192.168.146.187","192.168.146.97","MQTT","135855","5","135932","Publish Message [ecg][Malformed Packet]","{""data"": {""time"": ""13:01:43:742"", ""sig no"": 1782, ""value"": 0.5028153}}","304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a373432222c2022736967206e6f223a20313738322c202276616c7565223a20302e353032383135337d7d"
"113.980781000","192.168.146.112","192.168.146.97","TCP","49","135845","49","61932 → 8883 [ACK] Seq=49 Ack=135845 Win=64256 Len=0",,
"113.980856000","192.168.146.97","192.168.146.112","MQTT","135845","49","135922","Publish Message [ecg]","{""data"": {""time"": ""13:01:43:742"", ""sig no"": 1782, ""value"": 0.5028153}}","304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34333a373432222c2022736967206e6f223a20313738322c202276616c7565223a20302e353032383135337d7d"
"113.982446000","192.168.146.97","192.168.146.187","TCP","5","135932","5","8883 → 51901 [ACK] Seq=5 Ack=135932 Win=64800 Len=0",,
"113.986739000","192.168.146.187","192.168.146.97","MQTT","135932","5","136009","Publish Message [ecg][Malformed Packet]","{""data"": {""time"": ""13:01:44:796"", ""sig no"": 1783, ""value"": 0.5164874}}","304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34343a373936222c2022736967206e6f223a20313738332c202276616c7565223a20302e353136343837347d7d"
"114.027750000","192.168.146.97","192.168.146.187","TCP","5","136009","5","8883 → 51901 [ACK] Seq=5 Ack=136009 Win=64723 Len=0",,
"114.033198000","192.168.146.187","192.168.146.97","MQTT","136009","5","136086","Publish Message [ecg][Malformed Packet]","{""data"": {""time"": ""13:01:44:851"", ""sig no"": 1784, ""value"": 0.4947433}}","304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34343a383531222c2022736967206e6f223a20313738342c202276616c7565223a20302e343934373433337d7d"
"114.039183000","192.168.146.112","192.168.146.97","TCP","49","135922","49","61932 → 8883 [ACK] Seq=49 Ack=135922 Win=64256 Len=0",,
"114.039251000","192.168.146.97","192.168.146.112","MQTT","135922","49","136076","Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:01:44:796"", ""sig no"": 1783, ""value"": 0.5164874}},{""data"": {""time"": ""13:01:44:851"", ""sig no"": 1784, ""value"": 0.4947433}}","304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34343a373936222c2022736967206e6f223a20313738332c202276616c7565223a20302e353136343837347d7d304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34343a383531222c2022736967206e6f223a20313738342c202276616c7565223a20302e343934373433337d7d"
"114.074327000","192.168.146.97","192.168.146.187","TCP","5","136086","5","8883 → 51901 [ACK] Seq=5 Ack=136086 Win=64646 Len=0",,
"114.078977000","192.168.146.187","192.168.146.97","MQTT","136086","5","136163","Publish Message [ecg][Malformed Packet]","{""data"": {""time"": ""13:01:44:905"", ""sig no"": 1785, ""value"": 0.5008621}}","304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34343a393035222c2022736967206e6f223a20313738352c202276616c7565223a20302e353030383632317d7d"
"114.097730000","192.168.146.112","192.168.146.97","TCP","49","136076","49","61932 → 8883 [ACK] Seq=49 Ack=136076 Win=65536 Len=0",,
"114.097808000","192.168.146.97","192.168.146.112","MQTT","136076","49","136153","Publish Message [ecg]","{""data"": {""time"": ""13:01:44:905"", ""sig no"": 1785, ""value"": 0.5008621}}","304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34343a393035222c2022736967206e6f223a20313738352c202276616c7565223a20302e353030383632317d7d"
"114.121625000","192.168.146.97","192.168.146.187","TCP","5","136163","5","8883 → 51901 [ACK] Seq=5 Ack=136163 Win=64569 Len=0",,
"114.128331000","192.168.146.187","192.168.146.97","MQTT","136163","5","136239","Publish Message [ecg]","{""data"": {""time"": ""13:01:44:959"", ""sig no"": 1786, ""value"": 0.369955}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30313a34343a393539222c2022736967206e6f223a20313738362c202276616c7565223a20302e3336393935357d7d"
"114.167189000","192.168.146.112","192.168.146.97","TCP","49","136153","49","61932 → 8883 [ACK] Seq=49 Ack=136153 Win=65536 Len=0",,
"114.167265000","192.168.146.97","192.168.146.112","MQTT","136153","49","136229","Publish Message [ecg]","{""data"": {""time"": ""13:01:44:959"", ""sig no"": 1786, ""value"": 0.369955}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30313a34343a393539222c2022736967206e6f223a20313738362c202276616c7565223a20302e3336393935357d7d"
"114.168316000","192.168.146.97","192.168.146.187","TCP","5","136239","5","8883 → 51901 [ACK] Seq=5 Ack=136239 Win=64493 Len=0",,
"114.172500000","192.168.146.187","192.168.146.97","MQTT","136239","5","136316","Publish Message [ecg][Malformed Packet]","{""data"": {""time"": ""13:01:44:013"", ""sig no"": 1787, ""value"": 0.5169756}}","304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34343a303133222c2022736967206e6f223a20313738372c202276616c7565223a20302e353136393735367d7d"
"114.215216000","192.168.146.97","192.168.146.187","TCP","5","136316","5","8883 → 51901 [ACK] Seq=5 Ack=136316 Win=64416 Len=0",,
"114.220600000","192.168.146.187","192.168.146.97","MQTT","136316","5","136393","Publish Message [ecg][Malformed Packet]","{""data"": {""time"": ""13:01:44:068"", ""sig no"": 1788, ""value"": 0.5167315}}","304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34343a303638222c2022736967206e6f223a20313738382c202276616c7565223a20302e353136373331357d7d"
"114.231079000","192.168.146.112","192.168.146.97","TCP","49","136229","49","61932 → 8883 [ACK] Seq=49 Ack=136229 Win=65536 Len=0",,
"114.231154000","192.168.146.97","192.168.146.112","MQTT","136229","49","136383","Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:01:44:013"", ""sig no"": 1787, ""value"": 0.5169756}},{""data"": {""time"": ""13:01:44:068"", ""sig no"": 1788, ""value"": 0.5167315}}","304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34343a303133222c2022736967206e6f223a20313738372c202276616c7565223a20302e353136393735367d7d304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34343a303638222c2022736967206e6f223a20313738382c202276616c7565223a20302e353136373331357d7d"
"114.262388000","192.168.146.97","192.168.146.187","TCP","5","136393","5","8883 → 51901 [ACK] Seq=5 Ack=136393 Win=64339 Len=0",,
"114.268097000","192.168.146.187","192.168.146.97","TCP","136393","5","136395","",,"304b"
"114.298077000","192.168.146.112","192.168.146.97","TCP","49","136383","49","61932 → 8883 [ACK] Seq=49 Ack=136383 Win=65280 Len=0",,
"114.324351000","192.168.146.97","192.168.146.187","TCP","5","136395","5","8883 → 51901 [ACK] Seq=5 Ack=136395 Win=64337 Len=0",,
"114.329136000","192.168.146.187","192.168.146.97","MQTT","136395","5","136547","Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:01:44:123"", ""sig no"": 1789, ""value"": 0.5401693}},{""data"": {""time"": ""13:01:44:179"", ""sig no"": 1790, ""value"": 0.5592126}}","00036563677b2264617461223a207b2274696d65223a202231333a30313a34343a313233222c2022736967206e6f223a20313738392c202276616c7565223a20302e353430313639337d7d304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34343a313739222c2022736967206e6f223a20313739302c202276616c7565223a20302e353539323132367d7d"
"114.329681000","192.168.146.97","192.168.146.112","MQTT","136383","49","136460","Publish Message [ecg]","{""data"": {""time"": ""13:01:44:123"", ""sig no"": 1789, ""value"": 0.5401693}}","304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34343a313233222c2022736967206e6f223a20313738392c202276616c7565223a20302e353430313639337d7d"
"114.370744000","192.168.146.97","192.168.146.187","TCP","5","136547","5","8883 → 51901 [ACK] Seq=5 Ack=136547 Win=64185 Len=0",,
"114.378025000","192.168.146.187","192.168.146.97","TCP","136547","5","136549","",,"304a"
"114.418303000","192.168.146.97","192.168.146.187","TCP","5","136549","5","8883 → 51901 [ACK] Seq=5 Ack=136549 Win=64183 Len=0",,
"114.423598000","192.168.146.187","192.168.146.97","MQTT","136549","5","136623","Publish Message [ecg]","{""data"": {""time"": ""13:01:44:233"", ""sig no"": 1791, ""value"": 0.526009}}","00036563677b2264617461223a207b2274696d65223a202231333a30313a34343a323333222c2022736967206e6f223a20313739312c202276616c7565223a20302e3532363030397d7d"
"114.465711000","192.168.146.97","192.168.146.187","TCP","5","136623","5","8883 → 51901 [ACK] Seq=5 Ack=136623 Win=64109 Len=0",,
"114.469957000","192.168.146.187","192.168.146.97","MQTT","136623","5","136699","Publish Message [ecg]","{""data"": {""time"": ""13:01:44:289"", ""sig no"": 1792, ""value"": 0.492546}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30313a34343a323839222c2022736967206e6f223a20313739322c202276616c7565223a20302e3439323534367d7d"
"114.497404000","192.168.146.112","192.168.146.97","TCP","49","136460","49","61932 → 8883 [ACK] Seq=49 Ack=136460 Win=65280 Len=0",,
"114.497478000","192.168.146.97","192.168.146.112","MQTT","136460","49","136689","Publish Message [ecg], Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:01:44:179"", ""sig no"": 1790, ""value"": 0.5592126}},{""data"": {""time"": ""13:01:44:233"", ""sig no"": 1791, ""value"": 0.526009}},{""data"": {""time"": ""13:01:44:289"", ""sig no"": 1792, ""value"": 0.492546}}","304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34343a313739222c2022736967206e6f223a20313739302c202276616c7565223a20302e353539323132367d7d304a00036563677b2264617461223a207b2274696d65223a202231333a30313a34343a323333222c2022736967206e6f223a20313739312c202276616c7565223a20302e3532363030397d7d304a00036563677b2264617461223a207b2274696d65223a202231333a30313a34343a323839222c2022736967206e6f223a20313739322c202276616c7565223a20302e3439323534367d7d"
"114.500364000","34.236.124.76","192.168.146.97","TLSv1.2","5701","966","6255","Application Data",,"17030302250000000000000002887f6bf1a55a6bb21e74a2d808452fae6b5966f6edb9e2f6abaa7c8b54023676dabf6875066f3a3abb73fb030f615a536d310902c54a19f523a95e6c35f6cf0ef2f4a08b66091133e217d722985629226f95dfeb3c2e9011da6ebc672ae1456b4fbc548674b94dd427f6e5630215126016b28629def30a164caf59ae42302644d53405596b19f24cc9cbc9970fc7aeb4aedd0e2650bba0b2938b3729a3204987f725a91359b948a8a45d155f1ae92f58f2856ba335a959afcf8f9f0f0df9fab586eeac264d3fa505c8a169267e8f14f5d58aef34fc8ff7d919723bd2d09ba022770dc7c121b672da3b78a35c2c3ea65392d1e47cf2e939e2cb137c7b36e1debd910b180c98747556d018fb63968cd857e2a3b31c4cf793482f0594ffe4bd25887c8a88f4b523103b92da68471a97f7d7db3ebdebc68d02d7c382e8fd49650fe42ee5f9b1f9080d886f39be510125c50971f4dcf8c73f5a8994b508767cbdb1018c52d5b3da7f2abcf1eaf0a25327daa84fa1abde477ed8e2d006ceb48e858c0df991c5872413d5cd19abc96234c12c08fe4fd78bcd70c02f74ac6125695194ac20ede6b63b45a3c2f478d6c67cf29a17a97a457f7f82ea106227fb7324972f7fd98683010e749565927104ba3aa14dff0122a6592a864b07517e06b7f9103cff6952f1b910e2e0d9fc1cf2df758a26f7958f62fe630e19d77e70b84a12913629a98a3e4d5a0015656512c9bb9852c43f20903804f459ab8c65a089ea54"
"114.512393000","192.168.146.97","192.168.146.187","TCP","5","136699","5","8883 → 51901 [ACK] Seq=5 Ack=136699 Win=64033 Len=0",,
"114.517430000","192.168.146.187","192.168.146.97","MQTT","136699","5","136776","Publish Message [ecg][Malformed Packet]","{""data"": {""time"": ""13:01:44:344"", ""sig no"": 1793, ""value"": 0.5011063}}","304b00036563677b2264617461223a207b2274696d65223a202231333a30313a34343a333434222c2022736967206e6f223a20313739332c202276616c7565223a20302e353031313036337d7d"
"114.543963000","192.168.146.97","34.236.124.76","TCP","966","6255","966","64819 → 443 [ACK] Seq=966 Ack=6255 Win=64768 Len=0",,
"114.559878000","192.168.146.97","192.168.146.187","TCP","5","136776","5","8883 → 51901 [ACK] Seq=5 Ack=136776 Win=64800 Len=0",,
"114.562004000","192.168.146.112","192.168.146.97","TCP","49","136689","49","61932 → 8883 [ACK] Seq=49 Ack=136689 Win=65024 Len=0",,
